,UID,col_0,col_1,col_2,col_3,col_4,col_5,col_6,y
1511,1511,A0,B0,C4,D1,0,E1,F2,169000
1512,1512,A0,B0,C11,D1,100,E1,F2,210000
1513,1513,A1,B0,C4,D1,0,E1,F2,160000
1514,1514,A0,B0,C11,D1,100,E1,F2,130000
1515,1515,A0,B0,C11,D1,0,E1,F2,81500
1516,1516,A0,B0,C9,D28,100,E27,F1,45618
1517,1517,A0,B0,C2,D1,0,E1,F2,136000
1518,1518,A0,B0,C2,D6,100,E6,F2,17805
1519,1519,A0,B0,C4,D1,100,E1,F2,136260
1520,1520,A0,B0,C85,D1,100,E1,F2,250000
1521,1521,A0,B0,C6,D1,0,E1,F2,293000
1522,1522,A1,B0,C11,D12,50,E11,F0,70139
1523,1523,A3,B0,C54,D1,0,E1,F2,195800
1524,1524,A1,B0,C2,D6,100,E6,F1,16904
1525,1525,A1,B1,C1,D1,100,E1,F1,25500
1526,1526,A0,B0,C9,D1,0,E1,F2,220000
1527,1527,A0,B0,C4,D1,0,E1,F2,148500
1528,1528,A0,B0,C4,D1,100,E1,F2,89200
1529,1529,A0,B0,C4,D1,100,E1,F2,127000
1530,1530,A0,B0,C26,D1,100,E1,F2,200000
1531,1531,A1,B0,C39,D4,50,E4,F1,61566
1532,1532,A0,B0,C11,D1,0,E1,F2,155000
1533,1533,A0,B0,C11,D1,0,E1,F0,205600
1534,1534,A2,B0,C11,D1,0,E1,F 2,135000
1535,1535,A3,B0,C25,D1,0,E1,,269600
1536,1536,A0,B0,C11,D1,100,E1,F2,115000
1537,1537,A0,B0,C11,D1,0,E1,F2,110000
1538,1538,A1,B0,C2,D1,100,E1,F0,110000
1539,1539,A2,B0,C11,D1,0,E1,F2,85000
1540,1540,A1,B0,C11,D1,0,E1,F2,162500
1541,1541,A0,B0,C11,D2,100,E2,F2,94000
1542,1542,A0,B0,C9,D1,0,E1, F2   ,153400
1543,1543,A0,B0,C11,D1,0,E1,,100000
1544,1544,A0,B0,C9,D1,0,E1,F2,247500
1545,1545,A1,B0,C4,D1,0,E1,F2,105000
1546,1546,A1,B0,C11,D1,0,E1,F2,95000
1547,1547,A2,B0,C11,D1,100,E1,F2,61800
1548,1548,A3,B0,C33,D1,0,E1,F2,353200
1549,1549,A0,B0,C7,D1,100,E1,F2,130000
1550,1550,A0,B0,C4,D1,100,E1,F2,112900
1551,1551,A0,B0,C2,D1,100,E1,F2,212750
1552,1552,A0,B0,C4,D1,0,E1,F2,99000
1553,1553,A0,B0,C11,D1,0,E1,F2,178750
1554,1554,A0,B0,C2,D1,0,E1,F2,198440
1555,1555,A0,B0,C11,D1,100,E1,F0,100800
1556,1556,A0,B0,C2,D1,0,E1,F2,185900
1557,1557,A1,B0,C4,D1,0,E1,F2,206000
1558,1558,A0,B0,C9,D1,100,E1,F0,195400
1559,1559,A1,B0,C11,D4,0,E4,F2,61566
1560,1560,A0,B0,C11,D1,100,E1,F2,130000
1561,1561,A0,B0,C11,D1,0,E1,F2,253200
1562,1562,A0,B0,C11,D1,0,E1,F 2,102100
1563,1563,A0,B0,C11,D1,100,E1,,215000
1564,1564,A0,B0,C18,D1,0,E1,F2   ,370000
1565,1565,A0,B0,C11,D1,100,E1,F2,166000
1566,1566,A1,B0,C11,D1,100,E1,F0,200000
1567,1567,A0,B0,C11,D1,100,E1,F2,160000
1568,1568,A0,B0,C4,D1,0,E1,F2,60000
1569,1569,A0,B0,C2,D1,0,E1,F2,129300
1570,1570,A0,B0,C79,D4,100,E4,,200000
1571,1571,A0,B0,C33,D3,0,E3,F0,141846
1572,1572,A0,B0,C11,D0,0,E0,F2,68293
1573,1573,A2,B0,C11,D4,100,E4,F2,49253
1574,1574,A0,B0,C2,D1,100,E1,F0   ,180000
1575,1575,A0,B0,C2,D1,100,E1,F2,272550
1576,1576,A1,B0,C4,D4,0,E4,F2,46178
1577,1577,A2,B0,C6,D1,0,E1,F2,155000
1578,1578,A0,B0,C9,D1,0,E1,F2,142200
1579,1579,A0,B0,C1,D1,100,E1,F2,243000
1580,1580,A0,B0,C3,D1,100,E1,F2,196000
1581,1581,A0,B0,C15,D1,100,E1,F2,135000
1582,1582,A1,B0,C4,D1,100,E1,F2,136000
1583,1583,A0,B0,C4,D1,100,E1,F2,155000
1584,1584,A0,B0,C11,D1,0,E1,F2,275000
1585,1585,A0,B0,C11,D1,0,E1,F2,162000
1586,1586,A1,B0,C4,D1,0,E1, F2   ,61200
1587,1587,A1,B0,C11,D1,0,E1,F2,149600
1588,1588,A0,B0,C2,D26,100,E1,F2,100000
1589,1589,A1,B0,C69,D2,100,E2,F2,76814
1590,1590,A0,B0,C2,D1,100,E1,F2,297300
1591,1591,A1,B0,C34,D1,0,E1,F1,125000
1592,1592,A1,B0,C18,D1,100,E1,F2,151800
1593,1593,A0,B0,C4,D1,50,E1,F0,50000
1594,1594,A2,B0,C36,D56,50,E54,F1,45896
1595,1595,A1,B0,C11,D1,100,E1,F2,95000
1596,1596,A0,B0,C4,D1,0,E1,F2,115934
1597,1597,A0,B0,C46,D1,100,E1,F2,135000
1598,1598,A0,B0,C11,D1,100,E1,F2,187500
1599,1599,A0,B0,C2,D1,100,E1,F2,141525
1600,1600,A0,B0,C2,D0,0,E0,F2,48289
1601,1601,A2,B0,C11,D1,0,E1,F2,160000
1602,1602,A1,B0,C2,D1,0,E1,F2,100000
1603,1603,A2,B0,C2,D1,0,E1,F2,120000
1604,1604,A2,B0,C69,D1,100,E1,F0,180000
1605,1605,A0,B0,C2,D1,100,E1,F2,90000
1606,1606,A0,B0,C7,D1,100,E1,F2,140250
1607,1607,A0,B0,C79,D37,100,E54,F0,88654
1608,1608,A0,B0,C3,D1,100,E1,F2,184000
1609,1609,A0,B0,C4,D0,0,E0,F2,40777
1610,1610,A0,B0,C4,D1,100,E1,F2,179975
1611,1611,A0,B0,C2,D1,0,E1,F2,205000
1612,1612,A0,B0,C4,D1,100,E1,F2,127075
1613,1613,A1,B0,C11,D4,100,E4,F2,80036
1614,1614,A0,B0,C2,D1,0,E1,F2,90700
1615,1615,A1,B0,C4,D1,0,E1,F2,116000
1616,1616,A0,B0,C2,D1,100,E1,F2,107000
1617,1617,A0,B0,C4,D1,100,E1,,81666
1618,1618,A2,B0,C4,D1,100,E1,F2,60000
1619,1619,A1,B0,C18,D1,50,E1,F0,145000
1620,1620,A3,B0,C4,D1,100,E1, F2   ,110000
1621,1621,A0,B0,C11,D1,0,E1,F2,130000
1622,1622,A1,B0,C2,D4,0,E4,F 2,172386
1623,1623,A2,B3,C1,D3,100,E3,F1,15966
1624,1624,A2,B0,C17,D3,0,E3,F2,64385
1625,1625,A0,B0,C2,D1,0,E1,F2,105000
1626,1626,A0,B0,C4,D1,0,E1,,52500
1627,1627,A0,B0,C4,D1,0,E1,F2,65000
1628,1628,A0,B0,C11,D0,0,E0,F2,68293
1629,1629,A0,B0,C2,D1,100,E1,F2,209450
1630,1630,A0,B0,C2,D1,0,E1,F2,140000
1631,1631,A0,B0,C11,D1,0,E1,F2,153600
1632,1632,A0,B0,C3,D1,100,E1,F2,142000
1633,1633,A0,B0,C11,D1,0,E1,F2,78000
1634,1634,A0,B0,C11,D1,100,E1,F2,144000
1635,1635,A0,B0,C5,D1,0,E1,F2   ,147100
1636,1636,A0,B0,C2,D1,0,E1,F2,82365
1637,1637,A0,B0,C11,D1,100,E1,F2,130000
1638,1638,A0,B0,C19,D1,100,E1,F2,150260
1639,1639,A0,B0,C4,D1,0,E1,F2,105500
1640,1640,A3,B0,C11,D1,100,E1,F2,310000
1641,1641,A0,B0,C2,D1,100,E1,F2,130000
1642,1642,A0,B0,C2,D1,100,E1,F2,104650
1643,1643,A0,B0,C7,D1,0,E1,F2,143860
1644,1644,A1,B0,C11,D53,100,E52,F2,28016
1645,1645,A0,B0,C3,D1,100,E1,F2,184000
1646,1646,A0,B0,C9,D1,0,E1,F2,247500
1647,1647,A1,B0,C4,D1,0,E1,F1,58000
1648,1648,A0,B0,C11,D1,100,E1,F0,154600
1649,1649,A0,B0,C11,D1,100,E1,F2,125000
1650,1650,A0,B0,C4,D1,100,E1,F2,170000
1651,1651,A0,B0,C11,D2,100,E2,F2,160000
1652,1652,A1,B2,C34,D41,50,E37,F2,12000
1653,1653,A0,B0,C50,D1,0,E1,F2,122000
1654,1654,A0,B0,C9,D1,100,E1,F2   ,318300
1655,1655,A0,B0,C9,D1,0,E1,F2,204500
1656,1656,A0,B0,C4,D1,0,E1,F2,106800
1657,1657,A0,B0,C11,D1,100,E1,F2,243900
1658,1658,A0,B0,C2,D1,0,E1,F0,198440
1659,1659,A1,B0,C11,D1,0,E1,F2,105000
1660,1660,A3,B0,C11,D1,100,E1,F2,239000
1661,1661,A0,B0,C11,D1,0,E1,F2,95000
1662,1662,A0,B0,C11,D1,100,E1,F2,162000
1663,1663,A0,B0,C4,D1,0,E1,F2,106020
1664,1664,A1,B0,C11,D1,0,E1,F2   ,120000
1665,1665,A0,B0,C11,D1,0,E1,F2,165000
1666,1666,A1,B0,C2,D4,0,E4,F2,72914
1667,1667,A1,B0,C11,D1,100,E1,F 0,200000
1668,1668,A0,B0,C0,D1,0,E1,F0,220000
1669,1669,A0,B0,C2,D1,0,E1,F2,154000
1670,1670,A0,B0,C11,D1,0,E1,F2,230000
1671,1671,A1,B0,C11,D23,100,E21,F2,48289
1672,1672,A0,B0,C10,D2,0,E2,F2,90000
1673,1673,A2,B0,C4,D1,0,E1,F2,48000
1674,1674,A0,B0,C4,D1,0,E1,F2,153600
1675,1675,A1,B0,C11,D1,0,E1,F2,120000
1676,1676,A0,B0,C6,D1,0,E1,F2,149850
1677,1677,A0,B0,C2,D1,100,E1,F2,200000
1678,1678,A1,B0,C85,D37,0,E33,F2,52533
1679,1679,A0,B0,C9,D1,0,E1,F2,139500
1680,1680,A0,B0,C11,D1,0,E1,F2,192000
1681,1681,A0,B0,C11,D1,0,E1,F2,120000
1682,1682,A1,B0,C11,D1,100,E1,F2,150000
1683,1683,A0,B0,C11,D1,100,E1,F2,170000
1684,1684,A2,B0,C20,D0,0,E0,F2,21461
1685,1685,A0,B0,C9,D1,0,E1,F2,190000
1686,1686,A1,B0,C2,D12,100,E11,F2,63040
1687,1687,A0,B0,C11,D1,100,E1,F2,182750
1688,1688,A1,B0,C19,D1,0,E1,F2,155000
1689,1689,A0,B0,C7,D1,100,E1,F 2,200000
1690,1690,A0,B0,C4,D1,100,E1,F2,175000
1691,1691,A1,B0,C45,D1,100,E1,F2,100000
1692,1692,A0,B0,C9,D1,100,E1,F2,246000
1693,1693,A1,B0,C1,D1,100,E1,F0,98200
1694,1694,A0,B0,C2,D1,100,E1,F2,185000
1695,1695,A1,B0,C2,D1,0,E1,F2,145000
1696,1696,A0,B0,C2,D1,0,E1,F2,257000
1697,1697,A0,B0,C2,D12,50,E11,F2,77684
1698,1698,A0,B0,C15,D1,100,E1,F2,115000
1699,1699,A0,B0,C11,D1,0,E1,F2,175308
1700,1700,A0,B0,C1,D1,100,E1,F2,203500
1701,1701,A0,B0,C11,D1,100,E1,F2,194000
1702,1702,A0,B0,C15,D1,0,E1,F2,105200
1703,1703,A0,B0,C4,D1,100,E1,F2,130000
1704,1704,A1,B0,C2,D1,0,E1,F2,120000
1705,1705,A0,B0,C4,D0,0,E0,F2,39925
1706,1706,A0,B0,C7,D1,100,E1,F2,183500
1707,1707,A0,B0,C11,D1,0,E1,F2,106800
1708,1708,A0,B0,C27,D1,0,E1,F2,105200
1709,1709,A0,B0,C2,D1,100,E1,F2,135000
1710,1710,A0,B0,C18,D1,0,E1,F2,146300
1711,1711,A2,B0,C4,D1,50,E1,F0,50000
1712,1712,A1,B0,C31,D6,100,E6,F0,19609
1713,1713,A0,B0,C11,D1,0,E1,F2,300000
1714,1714,A3,B0,C11,D1,100,E1,F2,207000
1715,1715,A1,B0,C18,D4,0,E4,F2,102772
1716,1716,A3,B0,C11,D1,100,E1,F2,239000
1717,1717,A1,B0,C2,D1,0,E1,F2,187500
1718,1718,A3,B0,C2,D1,100,E1,,130000
1719,1719,A2,B0,C11,D1,0,E1,F2,135000
1720,1720,A0,B0,C2,D1,100,E1,F0,165000
1721,1721,A0,B0,C7,D1,100,E1,F2,170000
1722,1722,A1,B0,C4,D1,0,E1,F2,80000
1723,1723,A0,B0,C11,D1,0,E1,F2,226700
1724,1724,A0,B0,C4,D1,0,E1,F2,153600
1725,1725,A0,B0,C9,D1,100,E1,F2,100000
1726,1726,A0,B0,C9,D1,0,E1,F2,193900
1727,1727,A1,B0,C15,D1,0,E1,F2,167500
1728,1728,A1,B0,C11,D1,0,E1,F2,130000
1729,1729,A1,B0,C4,D4,0,E4,F2,43809
1730,1730,A0,B0,C2,D0,0,E0,F2,47280
1731,1731,A0,B0,C4,D1,0,E1,F2,144100
1732,1732,A0,B0,C11,D1,0,E1,F2,115000
1733,1733,A0,B0,C11,D1,100,E1,F2,145000
1734,1734,A0,B0,C34,D1,0,E1,F2,144000
1735,1735,A3,B0,C25,D68,50,E25,F0,230000
1736,1736,A1,B0,C2,D4,0,E4,F2,51039
1737,1737,A2,B0,C20,D37,50,E33,F0,12877
1738,1738,A2,B0,C4,D5,100,E5,F1,10000
1739,1739,A1,B0,C2,D0,100,E0,F0,37825
1740,1740,A1,B0,C4,D41,50,E37,F0,8000
1741,1741,A1,B0,C2,D4,100,E4,F1,76958
1742,1742,A0,B0,C4,D1,100,E1,F2,116000
1743,1743,A0,B0,C15,D1,0,E1,F2,102100
1744,1744,A0,B0,C2,D1,100,E1,F2,168000
1745,1745,A0,B0,C2,D1,100,E1,F2,185000
1746,1746,A1,B0,C11,D1,100,E1,F2,60400
1747,1747,A0,B0,C20,D1,100,E1,F0,100000
1748,1748,A0,B0,C9,D1,0,E1,F2,164996
1749,1749,A0,B0,C2,D1,100,E1,F2,210000
1750,1750,A0,B0,C7,D1,0,E1,F2,230000
1751,1751,A2,B0,C2,D1,0,E1,,124234
1752,1752,A0,B0,C18,D2,0,E2,F2,248100
1753,1753,A0,B0,C1,D1,0,E1,F2,220000
1754,1754,A0,B0,C2,D1,0,E1,F2,170000
1755,1755,A0,B0,C11,D1,0,E1,F2,130000
1756,1756,A0,B0,C2,D1,0,E1,F2,185900
1757,1757,A1,B0,C4,D1,0,E1,F2,124000
1758,1758,A1,B0,C4,D1,0,E1,F2,100000
1759,1759,A0,B0,C4,D1,0,E1, F2   ,200000
1760,1760,A0,B0,C7,D4,100,E4,F2,80041
1761,1761,A0,B0,C30,D1,100,E1,F0,221300
1762,1762,A1,B0,C9,D1,0,E1,F2,193900
1763,1763,A0,B0,C2,D1,0,E1,F2   ,185900
1764,1764,A0,B0,C11,D1,0,E1,,153600
1765,1765,A0,B0,C89,D2,100,E2,F1,75000
1766,1766,A0,B0,C11,D1,0,E1,F2,185900
1767,1767,A0,B0,C65,D1,0,E1,F2,140000
1768,1768,A0,B0,C2,D1,0,E1,F2,88100
1769,1769,A0,B0,C4,D1,100,E1,F2,170500
1770,1770,A0,B0,C4,D1,0,E1,F2,175000
1771,1771,A0,B0,C4,D1,0,E1,F2,100000
1772,1772,A0,B0,C2,D1,0,E1,F2,105200
1773,1773,A0,B0,C11,D1,0,E1,F2,132320
1774,1774,A0,B0,C18,D1,0,E1,F2,150000
1775,1775,A0,B0,C4,D1,0,E1,F2,85500
1776,1776,A0,B0,C11,D1,0,E1,F2,139500
1777,1777,A0,B0,C2,D0,0,E0,F2,47280
1778,1778,A0,B0,C11,D1,0,E1,F2,90700
1779,1779,A1,B2,C38,D6,100,E6,F1,30523
1780,1780,A0,B0,C2,D1,0,E1,F2,250000
1781,1781,A1,B0,C7,D1,0,E1,F2,200000
1782,1782,A0,B0,C4,D1,0,E1,,106800
1783,1783,A2,B3,C36,D26,100,E1,F1,12000
1784,1784,A1,B0,C11,D1,0,E1,F2,116000
1785,1785,A2,B0,C11,D1,0,E1,F2,135000
1786,1786,A2,B0,C69,D27,100,E26,F0,15000
1787,1787,A0,B0,C4,D1,0,E1,F2,125000
1788,1788,A2,B0,C2,D1,0,E1,F2,93000
1789,1789,A1,B0,C36,D0,50,E0,,38631
1790,1790,A0,B0,C9,D1,0,E1,F2,122700
1791,1791,A2,B0,C11,D1,0,E1,F2,125000
1792,1792,A0,B0,C11,D55,100,E53,F2,200000
1793,1793,A0,B0,C9,D1,0,E1,F2,142200
1794,1794,A0,B0,C2,D0,0,E0,F2,37824
1795,1795,A0,B0,C72,D1,100,E1,F0,135000
1796,1796,A1,B0,C11,D4,100,E4,F2,98506
1797,1797,A0,B0,C2,D1,0,E1,F2,140400
1798,1798,A0,B0,C11,D1,0,E1,F0,100000
1799,1799,A0,B0,C2,D1,0,E1,F2,148750
1800,1800,A0,B0,C11,D1,100,E1,F2,128500
1801,1801,A1,B0,C2,D6,100,E1,F1,5679
1802,1802,A0,B0,C4,D1,100,E1,F2,81666
1803,1803,A2,B0,C12,D8,100,E61,F2,10000
1804,1804,A0,B0,C9,D1,100,E1,F2,150000
1805,1805,A0,B0,C77,D49,100,E50,F1,12608
1806,1806,A0,B0,C4,D1,0,E1,F2,79000
1807,1807,A1,B3,C70,D6,50,E6,F2,5409
1808,1808,A0,B0,C11,D4,50,E4,F0,96282
1809,1809,A0,B0,C4,D1,0,E1,F2,139600
1810,1810,A0,B0,C2,D1,100,E1,F2,141525
1811,1811,A3,B0,C7,D1,100,E1,F2,153000
1812,1812,A1,B0,C2,D1,0,E1,F2   ,100000
1813,1813,A0,B0,C7,D1,0,E1,F2,250000
1814,1814,A0,B0,C2,D1,100,E1,F2,183000
1815,1815,A0,B0,C11,D1,100,E1,F2,231250
1816,1816,A0,B0,C2,D1,0,E1,F2,225000
1817,1817,A0,B0,C2,D0,0,E0,F2,38631
1818,1818,A0,B0,C15,D1,0,E1,F2,113000
1819,1819,A1,B0,C2,D9,100,E8,F1,54634
1820,1820,A0,B0,C7,D1,100,E1,F2,112000
1821,1821,A0,B0,C26,D1,0,E1,F2,120000
1822,1822,A0,B0,C2,D4,0,E4,F2,110820
1823,1823,A1,B0,C42,D1,0,E1,F2,183310
1824,1824,A0,B0,C15,D1,0,E1,F2,113000
1825,1825,A0,B0,C11,D1,100,E1,F2,210000
1826,1826,A3,B0,C11,D1,0,E1,F2,106500
1827,1827,A0,B0,C11,D1,0,E1,F2,139500
1828,1828,A0,B0,C4,D0,0,E0,F2,51508
1829,1829,A2,B0,C9,D33,100,E42,F0,12000
1830,1830,A0,B0,C4,D1,100,E19,F0,171000
1831,1831,A0,B0,C2,D1,100,E1,F2,156400
1832,1832,A0,B0,C4,D1,0,E1,F2,166700
1833,1833,A0,B0,C4,D1,100,E1,F2,75000
1834,1834,A1,B0,C2,D1,100,E1,F 2,150000
1835,1835,A0,B0,C11,D1,0,E1,F2,188100
1836,1836,A0,B0,C11,D1,0,E1,F2,145000
1837,1837,A0,B0,C4,D1,100,E1,F2,102100
1838,1838,A1,B0,C4,D1,0,E1,F2,85000
1839,1839,A3,B0,C11,D1,100,E1,F2,239000
1840,1840,A2,B0,C11,D1,0,E1,F2,65000
1841,1841,A1,B0,C26,D1,0,E1,F2,195000
1842,1842,A0,B0,C11,D1,100,E1, F2   ,193750
1843,1843,A0,B0,C2,D1,0,E1,F2,140000
1844,1844,A0,B0,C4,D1,100,E1,F2,100000
1845,1845,A1,B0,C4,D1,0,E1,F2,80000
1846,1846,A0,B0,C2,D1,100,E1,F2,238000
1847,1847,A0,B0,C11,D1,100,E1,F2,63000
1848,1848,A0,B0,C4,D1,100,E1,F2,206500
1849,1849,A0,B0,C11,D1,100,E1,F2,231250
1850,1850,A0,B0,C2,D1,100,E1,F2,170000
1851,1851,A1,B0,C4,D4,0,E4,F2,54685
1852,1852,A0,B0,C4,D1,0,E1,F2,153600
1853,1853,A0,B0,C3,D1,0,E1,F0,222200
1854,1854,A0,B0,C72,D31,100,E4,F2,50000
1855,1855,A1,B0,C20,D2,50,E2,F0,69133
1856,1856,A0,B0,C2,D1,100,E1,F0,160000
1857,1857,A1,B0,C11,D1,0,E1,F2,145000
1858,1858,A2,B0,C1,D8,100,E24,F0,21013
1859,1859,A1,B0,C18,D1,100,E1, F2   ,340000
1860,1860,A0,B0,C11,D1,0,E1,F 2,115000
1861,1861,A2,B0,C4,D1,100,E1,F2,75000
1862,1862,A3,B0,C11,D1,100,E1,F2,210914
1863,1863,A0,B0,C11,D1,0,E1,F2,221000
1864,1864,A0,B0,C11,D1,0,E1,F2,133300
1865,1865,A0,B0,C2,D1,0,E1,F2,160000
1866,1866,A0,B0,C9,D1,0,E1,F2,247500
1867,1867,A1,B0,C4,D1,0,E1,F2,100000
1868,1868,A1,B0,C43,D21,100,E18,F0,75020
1869,1869,A1,B0,C11,D7,50,E4,F1,66022
1870,1870,A0,B0,C4,D1,0,E1,F0,115000
1871,1871,A0,B0,C2,D1,0,E1,F2,134024
1872,1872,A0,B0,C7,D4,100,E4,F2,143200
1873,1873,A1,B0,C2,D4,0,E4,F2,54685
1874,1874,A0,B0,C11,D1,0,E1,,105700
1875,1875,A0,B0,C11,D1,0,E1,F2,185000
1876,1876,A1,B0,C9,D4,0,E4,F2,80036
1877,1877,A0,B0,C11,D1,0,E1,F2,130000
1878,1878,A0,B0,C9,D1,0,E1,F2,142200
1879,1879,A0,B0,C9,D1,0,E1,F2,204500
1880,1880,A1,B0,C50,D4,0,E4,F2,51716
1881,1881,A0,B0,C2,D1,100,E1,F2,120000
1882,1882,A0,B0,C15,D1,100,E1,F2,198000
1883,1883,A1,B0,C27,D1,0,E1,F2,98000
1884,1884,A3,B0,C54,D1,0,E1,F2,314100
1885,1885,A0,B0,C11,D1,100,E1,F2,161000
1886,1886,A0,B0,C2,D1,0,E1,F2,155000
1887,1887,A0,B0,C2,D1,0,E1,F2,126000
1888,1888,A0,B0,C11,D1,0,E1,F2,99000
1889,1889,A3,B0,C11,D1,100,E1,F2,116100
1890,1890,A1,B0,C4,D1,100,E1,,100000
1891,1891,A0,B0,C4,D1,0,E1,F2,81666
1892,1892,A0,B0,C11,D1,100,E1,F2,197430
1893,1893,A0,B0,C34,D64,0,E64,F1   ,260000
1894,1894,A0,B0,C4,D1,100,E1,F2,150075
1895,1895,A0,B0,C11,D1,100,E1,F2,160000
1896,1896,A0,B0,C26,D1,0,E1,F 2,249260
1897,1897,A0,B0,C2,D1,0,E1,F0,160000
1898,1898,A0,B0,C2,D1,100,E1,F2,156400
1899,1899,A0,B0,C11,D1,0,E1,F2,100000
1900,1900,A0,B0,C6,D1,0,E1,F2,250000
1901,1901,A0,B0,C4,D1,100,E1,F2,90000
1902,1902,A0,B0,C75,D1,50,E1,F0,375000
1903,1903,A0,B0,C11,D1,0,E1,F2,147000
1904,1904,A0,B0,C4,D1,0,E1,F2,385000
1905,1905,A0,B0,C19,D1,0,E1,F2,138900
1906,1906,A1,B0,C2,D1,100,E1,F2,180000
1907,1907,A0,B0,C18,D2,50,E2,F0,96113
1908,1908,A1,B0,C4,D1,0,E1,F 2,165000
1909,1909,A0,B0,C2,D1,0,E1,F2,129300
1910,1910,A0,B0,C8,D1,0,E1,F2,156400
1911,1911,A0,B0,C2,D1,100,E1,,144000
1912,1912,A1,B0,C11,D1,0,E1,F2,175000
1913,1913,A0,B0,C18,D1,0,E1,F2,200000
1914,1914,A0,B0,C4,D1,100,E1,F2,165000
1915,1915,A0,B0,C11,D1,100,E1,F2,201450
1916,1916,A0,B0,C4,D1,0,E1,F2,110600
1917,1917,A0,B0,C11,D1,0,E1,F0,229998
1918,1918,A0,B0,C11,D1,0,E1,F2,185900
1919,1919,A0,B0,C11,D1,100,E1,F2,107000
1920,1920,A1,B0,C2,D1,100,E1,F2,144200
1921,1921,A0,B0,C9,D1,0,E1,F2,153090
1922,1922,A1,B0,C2,D1,100,E1,F2,90000
1923,1923,A0,B0,C11,D1,0,E1,F2,120000
1924,1924,A0,B0,C4,D1,100,E1,F2,130000
1925,1925,A0,B0,C11,D1,0,E1,F2,90700
1926,1926,A1,B0,C11,D9,100,E8,F0,45391
1927,1927,A2,B0,C4,D2,0,E2,F2,67000
1928,1928,A0,B0,C45,D1,100,E1,F2,193000
1929,1929,A2,B0,C2,D45,100,E57,F0,84053
1930,1930,A1,B0,C2,D4,0,E4,,92350
1931,1931,A0,B0,C4,D1,100,E1,F2,165000
1932,1932,A0,B0,C11,D1,0,E1,F2,140000
1933,1933,A0,B0,C11,D1,0,E1,,123700
1934,1934,A0,B0,C9,D1,0,E1,F2,130000
1935,1935,A0,B0,C50,D1,0,E1,F2,128000
1936,1936,A0,B0,C2,D1,0,E1,F2,70000
1937,1937,A0,B0,C77,D26,100,E1,F1,160000
1938,1938,A1,B0,C38,D57,100,E1,F0,75000
1939,1939,A0,B0,C11,D1,0,E1,,105200
1940,1940,A0,B0,C9,D1,0,E1,F2,120000
1941,1941,A1,B0,C2,D1,100,E1,F2,100000
1942,1942,A0,B0,C2,D1,100,E1,F2,180000
1943,1943,A0,B0,C4,D1,0,E1,F2,130000
1944,1944,A0,B0,C70,D2,50,E41,F1,10000
1945,1945,A0,B0,C2,D1,0,E1, F2   ,160000
1946,1946,A0,B0,C4,D1,100,E1,F2,150000
1947,1947,A0,B0,C2,D1,100,E1,F2,136000
1948,1948,A1,B0,C11,D4,100,E4,F2,67723
1949,1949,A0,B0,C2,D2,100,E2,F2,175000
1950,1950,A1,B0,C2,D4,0,E4,F2,109371
1951,1951,A1,B0,C9,D1,0,E1,F2,230000
1952,1952,A1,B0,C27,D1,0,E1,F2,135000
1953,1953,A0,B0,C2,D1,100,E1,F2,156000
1954,1954,A0,B0,C1,D1,100,E1,F2,84000
1955,1955,A1,B0,C2,D1,100,E1,F2,150000
1956,1956,A0,B0,C83,D1,100,E1,,200000
1957,1957,A0,B0,C7,D1,0,E1,F2,143860
1958,1958,A0,B0,C9,D1,100,E1,F2,210000
1959,1959,A1,B0,C11,D0,100,E0,F2,84053
1960,1960,A0,B0,C2,D1,0,E1,F2,149076
1961,1961,A1,B0,C4,D1,0,E1,,154000
1962,1962,A1,B0,C2,D40,50,E36,F0,53654
1963,1963,A0,B0,C26,D1,100,E1,F2,179775
1964,1964,A0,B1,C91,D1,100,E1,F2,105000
1965,1965,A0,B0,C26,D1,100,E1,F2,231250
1966,1966,A1,B0,C11,D26,100,E23,F2,42000
1967,1967,A0,B0,C11,D1,0,E1,F2,136000
1968,1968,A3,B0,C11,D1,100,E1,F2,239000
1969,1969,A0,B0,C9,D1,100,E1,F2,201000
1970,1970,A0,B0,C7,D1,0,E1,F2,63000
1971,1971,A0,B0,C3,D1,100,E1,F2,196000
1972,1972,A2,B0,C20,D1,50,E1,F0,48000
1973,1973,A0,B0,C15,D1,100,E1,F2,192564
1974,1974,A0,B0,C18,D1,100,E1,F2,150000
1975,1975,A0,B0,C11,D1,100,E1,F2,130000
1976,1976,A1,B0,C2,D4,50,E4,F2,57872
1977,1977,A2,B0,C11,D1,0,E1,F2,160000
1978,1978,A2,B0,C36,D6,100,E44,F1,18053
1979,1979,A0,B0,C15,D1,0,E1,F2,250000
1980,1980,A0,B0,C11,D1,100,E1,F2,190000
1981,1981,A2,B3,C49,D24,100,E1,F0,12000
1982,1982,A2,B0,C2,D1,0,E1,F2,190000
1983,1983,A1,B0,C2,D1,0,E1,F2,130000
1984,1984,A0,B0,C2,D1,0,E1,F2,252000
1985,1985,A0,B0,C2,D1,100,E1,F2,104000
1986,1986,A0,B0,C11,D1,0,E1,F2,250000
1987,1987,A0,B0,C15,D1,0,E1,F2,180000
1988,1988,A0,B0,C11,D1,0,E1,F2,141300
1989,1989,A0,B0,C49,D1,0,E1,F2,125000
1990,1990,A0,B0,C1,D1,100,E1,,256000
1991,1991,A2,B0,C2,D1,0,E1,F2,74540
